"r$house.id","r$square","house_type.id","buildingType","constructionTime","renovationCondition","floor","ladderRatio","as.character(r$cjxiaoqu)"
523658,80,3111,4,1980,3,6,0.333,"丙院"
923659,54,1111,4,1986,4,6,0.333,"丙院"
523660,111,2212,4,2003,4,7,0.5,"都景苑"
623661,127.01,2212,4,2003,4,6,0.5,"都景苑"
223662,118.58,2112,4,2003,4,7,0.5,"都景苑"
423663,127.91,2112,1,2000,3,20,0.333,"花园北路"
323664,91.67,2211,1,2002,4,22,0.3,"北太庄路院"
423665,91.47,2111,1,2002,3,22,0.75,"北太庄路院"
823666,103.12,2111,1,2002,3,22,0.3,"北太庄路院"
623667,137.64,3112,1,2002,4,22,0.3,"北太庄路院"
623668,139.04,2112,1,2001,4,16,0.333,"电信宿舍"
323669,61.5,2111,4,1983,1,6,0.333,"花园公寓"
223670,61.5,2111,4,1983,3,6,0.333,"花园公寓"
423671,68.4,3011,4,1978,4,6,0.333,"花园公寓"
123672,89.9,3012,4,1960,3,4,0.5,"花园公寓"
423673,58.8,2111,4,1985,3,6,0.333,"花园公寓"
523674,85.84,2111,4,2004,3,14,0.5,"马家堡甲院"
123675,59.21,1211,4,1981,3,6,0.333,"安翔南里"
923676,86.98,2111,4,2015,4,9,0.056,"华盛乐章"
323677,84,2111,4,2014,4,20,0.25,"黄亭子小区"
423678,84.53,2111,4,2014,4,20,0.25,"黄亭子小区"
423679,115,2111,4,2014,4,20,0.25,"黄亭子小区"
723680,99.96,2111,4,2006,1,22,0.5,"牡丹园北里"
823681,100,2111,4,2005,3,21,0.5,"牡丹园北里"
723682,98.31,2111,4,2004,4,13,0.5,"牡丹园北里"
723683,115.8,3111,4,2004,1,13,0.5,"牡丹园北里"
923684,100.4,2111,4,2006,1,27,0.5,"牡丹园北里"
423685,99.6,2111,4,2006,4,27,0.5,"牡丹园北里"
723686,99.16,2111,4,2006,3,22,0.5,"牡丹园北里"
623687,98.21,2111,4,2005,3,22,0.5,"牡丹园北里"
823688,59.92,2111,4,1995,3,6,0.333,"庚坊国际"
723689,43.39,1111,4,1994,4,6,0.333,"庚坊国际"
323690,53.11,2111,4,1983,3,6,0.333,"庚坊国际"
523691,50.3,2111,4,1983,3,6,0.333,"庚坊国际"
723692,52.04,2111,4,1984,3,5,0.333,"庚坊国际"
623693,62.05,2111,4,1995,3,6,0.333,"庚坊国际"
323694,60.53,2111,3,1996,4,16,0.5,"冠城北园"
123695,62.15,2111,1,1988,3,16,0.25,"冠城北园"
923696,57.3,2111,4,1981,1,6,0.333,"健翔园"
423697,65,3111,4,1989,3,6,0.5,"北三环中路院"
423698,125.67,3212,3,2004,4,14,0.5,"明光北里"
623699,86.76,2111,3,2007,4,13,0.333,"明光北里"
823700,60.19,2111,4,1993,3,7,0.333,"师大北路院"
623701,33.34,1111,3,1992,1,17,0.129,"花园北路乙院"
323702,42.12,1111,3,1992,3,17,0.129,"花园北路乙院"
823703,42.12,1111,3,1992,4,17,0.129,"花园北路乙院"
923704,41.6,1011,3,1992,1,17,0.129,"花园北路乙院"
723705,41.6,1111,3,1992,1,17,0.129,"花园北路乙院"
223706,41.6,1111,3,1992,3,17,0.129,"花园北路乙院"
723707,41.22,1111,3,1992,4,17,0.129,"花园北路乙院"
723708,41.3,1111,3,1992,3,17,0.129,"花园北路乙院"
223709,54.42,2111,4,1989,1,6,0.333,"蓟门北里"
523710,42.92,2111,4,1973,3,5,0.333,"蓟门北里"
523711,48.71,2111,4,1985,1,6,0.333,"世纪嘉园"
123712,80,3111,1,1990,4,18,0.333,"华盛家园"
223713,34.7,1111,1,1990,3,18,0.286,"华盛家园"
523714,34.2,1111,4,1986,4,5,0.333,"华盛家园"
623715,88.7,3111,1,1990,4,18,0.333,"华盛家园"
223716,56.3,2111,1,1994,4,18,0.286,"华盛家园"
223717,60,2111,1,1983,3,18,0.286,"华盛家园"
723718,46.7,1111,4,1995,4,5,0.25,"华盛家园"
923719,55.2,2111,4,1988,3,5,0.333,"华盛家园"
423720,43.7,1111,1,1994,4,18,0.286,"华盛家园"
723721,45.6,1111,1,1990,3,18,0.286,"华盛家园"
423722,54.3,3011,4,1988,4,5,0.333,"华盛家园"
823723,101.39,3111,4,2007,3,6,0.5,"华严北里中科院"
723724,56.5,2111,4,1980,3,6,0.333,"安宁佳园"
223725,61.3,2111,1,1989,3,18,0.25,"北太庄路"
623726,72,3111,1,1990,4,18,0.25,"北太庄路"
823727,76.2,3111,3,1990,4,14,0.5,"北太庄路"
723728,60.5,2111,3,1990,4,14,0.5,"北太庄路"
823729,63.67,2111,4,1990,3,6,0.5,"华亭嘉园"
423730,208.76,3112,1,2005,4,29,1,"华亭嘉园"
723731,151.51,3112,1,2005,1,29,0.5,"华亭嘉园"
223732,208.76,3212,1,2005,3,29,1,"华亭嘉园"
323733,126.95,3112,4,2003,4,6,0.5,"牡丹园西里"
523734,53.14,1011,4,2003,3,6,0.25,"牡丹园西里"
823735,51.69,1011,4,2002,3,9,0.25,"牡丹园西里"
523736,88.99,2211,4,2003,3,6,0.25,"牡丹园西里"
923737,120.02,3212,4,2003,3,6,0.5,"牡丹园西里"
623738,51.2,1011,4,2003,4,6,0.25,"牡丹园西里"
323739,63.2,1111,4,2003,3,6,0.5,"牡丹园西里"
923740,53.14,1111,4,2003,3,6,0.25,"牡丹园西里"
323741,87.87,2111,4,2003,3,9,0.25,"牡丹园西里"
523742,51.69,1011,4,2002,4,9,0.25,"牡丹园西里"
923743,51.69,1011,4,2002,3,9,0.25,"牡丹园西里"
923744,53.14,1011,4,2002,3,6,0.5,"牡丹园西里"
223745,53.48,1011,4,2003,3,6,0.25,"牡丹园西里"
523746,51,1111,4,2002,3,9,0.25,"牡丹园西里"
623747,52.08,1111,4,2003,3,9,0.25,"牡丹园西里"
923748,106.04,2112,4,2003,4,6,0.5,"牡丹园西里"
223749,102.61,2211,4,2003,4,6,0.5,"牡丹园西里"
223750,66.81,2111,4,2003,3,6,0.5,"牡丹园西里"
623751,88.84,2111,4,2003,4,6,0.25,"牡丹园西里"
323752,42.38,1111,4,2002,4,6,0.5,"牡丹园西里"
923753,70,2111,4,1996,1,6,0.5,"丰汇园小区"
123754,105.87,2212,4,2004,4,6,0.5,"花园路院"
323755,108.71,2212,3,2004,3,12,0.5,"花园路院"
223756,108.78,2211,3,2004,4,12,0.5,"花园路院"
123757,109.69,2211,3,2004,4,12,0.5,"花园路院"
923758,114,2212,4,2004,4,6,0.5,"花园路院"
123759,88.89,2211,4,2004,4,6,0.5,"花园路院"
123760,70.35,2111,3,2005,3,12,0.25,"花园路院"
723761,117.25,3212,4,2004,4,6,0.5,"花园路院"
223762,91.2,2211,4,2005,4,6,0.5,"花园路院"
623763,51.62,1111,3,2005,3,12,0.5,"花园路院"
623764,76.1,2111,3,2005,3,12,0.5,"花园路院"
623765,111.62,3212,4,2004,4,6,0.5,"花园路院"
923766,93,3211,4,2009,4,9,0.5,"静安里"
323767,156.58,3212,1,2000,3,32,0.429,"龙城花园北二区"
923768,42.66,1111,3,1989,3,12,0.167,"北影小区"
623769,83.2,3111,1,1991,3,16,0.25,"北影小区"
523770,57.24,2011,1,1991,3,17,0.25,"北影小区"
623771,60.62,2111,1,1992,3,20,0.286,"北影小区"
223772,56.32,2111,4,1985,3,6,0.333,"北影小区"
623773,74.18,3111,1,1992,3,20,0.286,"北影小区"
823774,42.66,1111,3,1989,3,12,0.167,"北影小区"
123775,52.32,2111,4,1985,4,6,0.333,"北影小区"
223776,38.45,1111,1,1992,4,20,0.286,"北影小区"
223777,119.02,3111,3,2000,4,10,0.2,"北影小区"
123778,43.4,1111,4,1985,3,6,0.333,"北影小区"
623779,124.67,3212,4,2009,3,6,0.5,"晨光家园"
123780,94,2111,4,2003,4,6,0.5,"华严北里院"
923781,130.24,3112,4,2013,3,33,0.5,"黄寺大街院"
323782,83.81,2211,1,2001,4,28,0.375,"二里庄小区"
823783,97.32,2111,1,2001,4,28,0.375,"二里庄小区"
623784,103.31,2212,1,2003,4,24,0.375,"二里庄小区"
323785,97.32,2111,1,2001,3,28,0.375,"二里庄小区"
123786,76.19,2111,1,2000,3,18,0.333,"牡丹园东里"
623787,65.6,2111,1,1993,4,22,0.25,"牡丹园东里"
723788,61.5,2111,4,1990,4,6,0.333,"牡丹园东里"
923789,47.19,1111,4,1990,3,6,0.333,"牡丹园东里"
323790,58.53,2111,1,1993,3,24,0.25,"牡丹园东里"
123791,58.4,2111,4,1984,1,6,0.5,"牡丹园东里"
123792,57.7,2111,4,1980,3,6,0.5,"牡丹园东里"
923793,58.53,2111,1,1993,3,24,0.25,"牡丹园东里"
723794,40.65,1111,4,1988,4,6,0.1,"牡丹园东里"
123795,62.03,2111,1,1993,4,24,0.25,"牡丹园东里"
423796,58.86,2111,4,1990,3,6,0.333,"牡丹园东里"
223797,61.5,2111,4,1989,3,6,0.333,"牡丹园东里"
623798,58.86,2111,4,1990,4,6,0.5,"牡丹园东里"
823799,80.5,3111,4,1989,4,6,0.333,"牡丹园东里"
123800,63.35,2111,4,1999,1,5,0.5,"牡丹园东里"
923801,58.6,2111,4,1989,4,5,0.333,"牡丹园东里"
223802,57.8,2111,4,1989,3,6,0.333,"牡丹园东里"
823803,53.9,2111,4,1989,3,6,0.333,"牡丹园东里"
423804,68.87,2111,1,1993,4,24,0.25,"牡丹园东里"
223805,37,1111,4,1989,4,6,0.5,"牡丹园东里"
323806,83.81,3111,1,2000,4,18,0.25,"牡丹园东里"
523807,64.41,1111,1,2000,1,18,0.25,"牡丹园东里"
723808,62.28,2111,1,1993,3,24,0.25,"牡丹园东里"
623809,87.96,3111,1,2000,1,18,0.25,"牡丹园东里"
323810,72.64,3111,4,1986,4,6,0.5,"金尚嘉园"
723811,80.08,3111,4,1992,4,5,0.25,"金尚嘉园"
223812,59.44,2111,4,1992,4,6,0.5,"金尚嘉园"
723813,58.67,2111,4,1992,4,6,0.5,"金尚嘉园"
923814,40.24,1111,4,1992,3,5,0.25,"金尚嘉园"
423815,65.5,1111,1,2007,3,6,0.125,"金尚嘉园"
923816,87,2111,4,2014,4,18,0.333,"金澳国际"
423817,87.12,2111,4,2014,4,18,0.333,"金澳国际"
923818,55.81,1111,4,2013,1,18,0.333,"金澳国际"
723819,120,3211,4,2013,1,11,0.5,"金澳国际"
523820,88.12,3111,4,2012,4,18,0.5,"金澳国际"
723821,120,3212,4,2014,1,11,0.5,"金澳国际"
623822,119.75,3212,4,2013,1,11,0.5,"金澳国际"
923823,89,3111,4,2014,4,18,0.5,"金澳国际"
423824,89,3111,4,2014,1,11,0.5,"金澳国际"
323825,120,3111,4,2014,1,11,0.5,"金澳国际"
123826,87.89,2111,4,2014,4,18,0.5,"金澳国际"
523827,89,3111,4,2013,4,11,0.5,"金澳国际"
823828,120,3111,4,2014,1,11,0.333,"金澳国际"
223829,70.56,1111,4,2013,1,18,0.333,"金澳国际"
923830,56,1111,4,2014,1,18,0.333,"金澳国际"
423831,55.77,1011,4,2014,4,18,0.333,"金澳国际"
323832,87,2111,4,2013,4,18,0.5,"金澳国际"
223833,89,3111,4,2012,1,18,0.5,"金澳国际"
423834,89,3111,4,2013,4,18,0.5,"金澳国际"
723835,88.7,3111,4,2014,3,18,0.5,"金澳国际"
523836,120,3112,4,2013,4,11,0.333,"金澳国际"
923837,87.69,2111,4,2013,1,18,0.5,"金澳国际"
723838,55.82,2111,4,2013,1,18,0.333,"金澳国际"
523839,89,4111,4,2014,2,16,0.5,"金澳国际"
423840,119.46,3112,4,2014,1,11,0.5,"金澳国际"
923841,87.39,2111,4,2014,4,18,0.333,"金澳国际"
123842,87.41,2111,4,2014,4,18,0.5,"金澳国际"
323843,87.16,2111,4,2013,1,18,0.5,"金澳国际"
123844,36.76,1011,4,2005,4,18,0.5,"太月园"
723845,65.35,2111,4,1990,3,6,0.5,"龙翔路小区"
623846,68,2111,4,1989,4,6,0.333,"龙翔路小区"
823847,68.28,2111,4,1991,3,6,0.333,"龙翔路小区"
723848,64.32,2111,4,1990,3,6,0.333,"龙翔路小区"
923849,56.37,2111,4,1990,3,6,0.5,"龙翔路小区"
423850,64.12,2111,4,1992,3,6,0.333,"龙翔路小区"
623851,65.2,2111,4,1990,4,6,0.333,"龙翔路小区"
123852,64.9,2111,4,1989,3,6,0.333,"龙翔路小区"
923853,87,2111,4,1992,3,6,0.333,"龙翔路小区"
823854,62.03,2111,4,1990,1,6,0.333,"龙翔路小区"
523855,60,2111,1,1992,1,6,0.25,"龙翔路小区"
823856,62.99,2111,4,1990,3,6,0.333,"龙翔路小区"
223857,48.24,1111,4,1991,3,6,0.333,"龙翔路小区"
723858,63.09,2111,4,1990,4,6,0.333,"龙翔路小区"
123859,66.7,2111,4,1990,1,6,0.333,"龙翔路小区"
523860,65.22,2111,4,1990,1,6,0.333,"龙翔路小区"
923861,64.9,2111,4,1989,4,6,0.333,"龙翔路小区"
423862,64.5,2111,4,1989,4,6,0.333,"龙翔路小区"
523863,61.46,2111,4,1990,4,6,0.333,"龙翔路小区"
323864,64,2111,4,1989,3,6,0.333,"龙翔路小区"
123865,45.66,1111,4,1989,3,6,0.333,"龙翔路小区"
723866,65,2111,4,1989,3,6,0.333,"龙翔路小区"
323867,46.36,1111,1,1991,4,6,0.25,"龙翔路小区"
323868,65.12,2111,4,1989,4,6,0.333,"龙翔路小区"
423869,62.19,2111,4,1989,1,6,0.333,"龙翔路小区"
623870,61.05,2111,4,1989,1,6,0.333,"龙翔路小区"
623871,56.99,2111,3,1986,3,13,0.25,"蓟门东里"
923872,91.79,2211,3,2007,3,18,0.5,"塔院小区"
923873,53.1,1111,3,2008,4,18,0.333,"塔院小区"
923874,119.35,3212,3,2007,3,11,0.5,"塔院小区"
223875,87.83,2211,3,2007,4,18,0.5,"塔院小区"
823876,89,2111,3,2007,4,18,0.333,"塔院小区"
523877,80,2211,3,2008,4,18,0.4,"塔院小区"
323878,63.67,1111,3,2007,3,18,0.333,"塔院小区"
123879,83,2211,3,2007,1,16,0.5,"塔院小区"
323880,120.02,3212,3,2007,3,11,0.5,"塔院小区"
423881,90.14,2111,3,2007,4,17,0.333,"塔院小区"
123882,94.15,2211,3,2007,1,17,0.5,"塔院小区"
623883,88,2211,3,2007,4,16,0.5,"塔院小区"
923884,87.93,2211,3,2007,4,16,0.5,"塔院小区"
623885,65.42,1111,3,2007,4,18,0.4,"塔院小区"
723886,86.01,2111,3,2007,4,18,0.333,"塔院小区"
623887,88.53,2211,3,2007,3,16,0.5,"塔院小区"
223888,92.2,2111,3,2007,3,14,0.5,"塔院小区"
923889,123.43,3212,3,2007,3,16,0.5,"塔院小区"
523890,69.54,1111,3,2007,4,17,0.5,"塔院小区"
323891,89,2111,3,2007,3,16,0.5,"塔院小区"
523892,79.19,2111,3,2008,3,18,0.4,"塔院小区"
623893,93.48,2211,3,2007,4,17,0.333,"塔院小区"
623894,82.66,2211,3,2007,4,16,0.333,"塔院小区"
823895,82,2111,3,2007,4,16,0.333,"塔院小区"
323896,90.68,2111,3,2007,4,18,0.5,"塔院小区"
323897,88.56,2211,3,2007,3,16,0.5,"塔院小区"
223898,88.56,2211,3,2007,3,16,0.5,"塔院小区"
223899,52.93,2111,4,1987,1,6,0.5,"今典花园"
323900,75.56,2111,3,2006,4,13,0.5,"首开智慧社"
423901,48.44,1111,4,1993,3,6,0.5,"南沙滩小区"
623902,47.95,1111,1,1999,1,18,0.143,"华贸城"
423903,96.04,2211,4,1995,4,6,0.5,"奥北南区"
323904,90.71,2111,3,2008,3,22,0.5,"北京北"
623905,89,2111,3,2008,3,9,0.333,"北京北"
523906,47,1111,4,2008,4,11,0.25,"DBC加州小镇"
523907,67.74,2111,1,2011,4,21,0.25,"北滨河路院"
123908,59.91,1111,3,2013,4,24,0.5,"市政宿舍"
323909,34.83,1011,4,1976,2,6,0.333,"铁医路院"
223910,115.54,3111,4,2000,4,6,0.5,"地藏庵"
523911,115.3,2211,4,2000,4,6,0.5,"地藏庵"
823912,71.57,3111,4,1999,3,6,0.5,"进步巷"
423913,71.57,3111,4,1999,3,6,0.5,"进步巷"
223914,43.55,1111,4,1985,4,6,0.333,"晾果厂院"
323915,235,4213,3,2004,1,13,0.333,"三里河东路"
223916,125.42,2212,4,2007,1,13,0.5,"铁西小区"
323917,85.4,3111,1,1986,3,16,0.333,"北蜂窝中路甲院"
123918,47,1111,4,1987,4,6,0.5,"北小马厂"
823919,68.24,3111,3,1990,3,11,0.25,"阜成门外大街甲"
823920,41.33,2111,4,1985,3,5,0.333,"阜成门外大街甲"
123921,76.39,2111,3,2003,3,18,0.176,"莲花池东路"
923922,76.39,2111,3,2003,3,18,0.176,"莲花池东路"
223923,81,2111,1,2003,1,18,0.176,"莲花池东路"
923924,104.22,3111,1,2003,3,18,0.176,"莲花池东路"
223925,198.26,4212,1,2000,4,18,0.333,"温馨家园"
223926,154.66,3212,1,2000,4,13,0.333,"温馨家园"
423927,113.74,2111,3,2000,3,13,0.333,"温馨家园"
423928,154.66,3112,1,2000,4,13,0.333,"温馨家园"
623929,129.82,2212,4,2008,4,9,0.5,"白云路七院"
323930,45.31,1011,1,2003,4,25,0.214,"北蜂窝院"
223931,63,1111,1,2004,4,25,0.214,"北蜂窝院"
423932,86.74,2111,1,2002,4,21,0.2,"白云观"
923933,87.38,2111,3,2010,4,21,0.5,"博望园"
223934,46.78,1011,3,2006,4,15,0.217,"复兴门南大街"
123935,51.61,1111,3,2006,4,15,0.217,"复兴门南大街"
723936,123.39,2111,3,2006,4,15,0.217,"复兴门南大街"
823937,41,1011,1,2006,4,9,0.095,"复兴门南大街"
823938,70,1111,3,2006,4,15,0.217,"复兴门南大街"
823939,69.65,1111,3,2006,4,15,0.217,"复兴门南大街"
623940,40.1,1111,4,1980,4,6,0.333,"洪茂沟社区"
523941,40.1,1111,4,1985,3,18,0.25,"洪茂沟社区"
523942,60.3,2111,4,1990,3,6,0.333,"洪茂沟社区"
123943,169.14,3112,4,2005,3,20,0.333,"马连道西里"
123944,98.67,2100,4,2005,3,15,0.273,"马连道西里"
923945,216,4112,1,2008,4,26,0.364,"汽南小区"
723946,51,2111,4,1987,2,4,0.333,"茂林居"
223947,42.36,1111,4,1992,3,6,0.333,"茂林居"
323948,109.21,2212,4,2000,4,6,0.5,"阜成门外大街"
823949,95.59,1111,4,2004,4,11,0.5,"南运巷"
123950,135.01,3212,4,2005,4,11,0.5,"南运巷"
523951,90,2211,4,2010,4,7,0.5,"三里河东路院"
523952,90.07,2211,4,2010,4,7,0.5,"三里河东路院"
923953,207,4112,1,2001,3,22,0.667,"会城门小区"
923954,150.1,2111,1,2001,3,22,0.667,"会城门小区"
323955,87.85,2111,1,2003,4,19,0.25,"电信小区"
823956,87.89,2111,1,2003,4,19,0.25,"电信小区"
923957,59.3,2111,4,1995,4,6,0.5,"复兴门外大街"
723958,81.05,3111,4,1995,3,6,0.333,"复兴门外大街"
223959,76.4,3111,4,1995,4,6,0.5,"复兴门外大街"
723960,82.01,2211,3,2007,4,20,0.5,"铁东小区"
423961,120.48,3212,4,2002,4,5,0.5,"铁二区"
623962,76.66,1211,4,2006,4,27,0.4,"豆瓣胡同"
423963,84.57,2111,4,2006,4,27,0.4,"豆瓣胡同"
223964,57.81,2111,4,1994,3,6,0.333,"桃园南街院"
223965,46.66,1111,4,1994,4,6,0.333,"桃园南街院"
623966,48.2,1101,1,1991,1,19,0.222,"东罗园"
123967,60.45,1111,1,2003,4,16,0.25,"蒲黄榆三里"
923968,52.54,2111,4,1986,3,5,0.333,"蒲黄榆四里"
823969,38.21,1111,4,1986,3,6,0.333,"蒲黄榆四里"
823970,53.43,2111,4,1986,3,6,0.333,"蒲黄榆四里"
623971,140.37,3112,4,2003,3,4,0.5,"刘家窑东里"
323972,128,3112,1,2002,3,23,0.4,"京品小区"
123973,56.7,3011,4,1982,4,6,0.333,"嘉业大厦"
123974,128,2212,1,2009,4,18,0.286,"圣淘沙"
723975,167,3212,1,2009,4,18,0.286,"圣淘沙"
523976,89.52,2212,4,2009,4,9,0.25,"华龙美晟"
923977,89.38,2211,4,2009,4,9,0.333,"华龙美晟"
823978,62.22,1211,4,2004,4,6,0.333,"马公庄"
823979,81.04,2111,4,2000,4,5,0.5,"马公庄"
223980,54.51,1111,4,1998,4,6,0.5,"马公庄"
223981,122.63,3212,4,2004,3,6,0.5,"马公庄"
423982,66.7,2111,4,2004,4,6,0.5,"马公庄"
923983,88.13,2111,4,2000,3,6,0.333,"马公庄"
223984,63.38,1111,4,2004,3,6,0.333,"马公庄"
123985,87.25,2211,4,2004,4,6,0.5,"马公庄"
123986,92,3111,3,2006,4,17,0.4,"横一条"
123987,143.8,3212,4,2004,4,14,0.5,"蒲安里"
823988,43.42,1111,1,1982,4,16,0.25,"定安里"
223989,74.76,3111,3,1988,3,12,0.333,"定安里"
323990,61.45,2111,3,1988,1,12,0.333,"定安里"
323991,76.65,3111,1,1986,4,16,0.25,"定安里"
723992,102.34,2211,3,2010,4,20,0.5,"东木樨园"
223993,101.42,2211,4,2011,3,11,0.5,"东木樨园"
923994,101,2111,4,2009,3,8,0.5,"东木樨园"
323995,101.42,3111,4,2011,3,11,0.5,"东木樨园"
323996,100.88,2211,4,2009,4,8,0.5,"东木樨园"
323997,85.11,2111,3,2009,4,18,0.5,"东木樨园"
723998,36.29,1111,4,1986,4,6,0.333,"恒松园"
723999,68.57,3111,4,1986,3,6,0.333,"恒松园"
324000,53.75,2111,4,1984,4,6,0.333,"恒松园"
324001,50.32,2111,4,1984,3,6,0.333,"恒松园"
324002,57.55,2111,4,1986,3,6,0.5,"恒松园"
224003,108.75,2211,3,2002,4,12,0.5,"南曦大厦"
424004,137.29,3212,4,2002,4,4,0.5,"南曦大厦"
724005,151.27,3212,3,2002,4,12,0.5,"南曦大厦"
924006,135.23,3212,4,2002,4,6,0.5,"南曦大厦"
924007,143.03,3212,4,2002,4,6,0.5,"南曦大厦"
724008,150,3112,4,2004,4,6,0.5,"南曦大厦"
824009,137.35,3212,4,2002,4,4,0.5,"南曦大厦"
924010,141.28,3212,4,2004,4,12,0.5,"南曦大厦"
724011,56.6,2111,4,1980,3,5,0.333,"福臻家园"
724012,42,1111,3,2005,4,11,0.25,"南三环中路院"
924013,108.84,2212,4,2006,4,15,0.5,"双城公寓"
124014,104.1,2211,4,2006,4,15,0.5,"双城公寓"
424015,105,2211,4,2006,4,15,0.5,"双城公寓"
624016,47.3,2111,4,1977,3,5,0.333,"海户西里院"
124017,63.03,2111,4,1977,3,5,0.333,"海户西里院"
124018,99.52,2111,4,2003,4,13,0.5,"南木樨园"
524019,94.3,2211,4,2003,4,14,0.5,"南木樨园"
224020,91,2111,4,2003,4,13,0.5,"南木樨园"
624021,94.3,2211,4,2003,3,14,0.5,"南木樨园"
524022,123,3212,4,2004,3,15,0.5,"南木樨园"
924023,123.49,3112,4,2004,4,10,0.5,"南木樨园"
424024,91.04,2111,4,2004,3,10,0.5,"南木樨园"
424025,123.29,3212,4,2004,4,15,0.5,"南木樨园"
224026,121.56,3112,4,2004,4,15,0.5,"南木樨园"
124027,65,1111,4,2004,4,14,0.5,"南木樨园"
224028,93.75,2111,4,2004,4,10,0.5,"南木樨园"
924029,94.75,2111,4,2003,3,14,0.5,"南木樨园"
824030,62.5,2111,4,1995,3,6,0.25,"华润小区"
424031,62.6,2111,4,1995,4,6,0.25,"华润小区"
824032,61.98,1111,1,2011,4,27,0.273,"南三环中路"
824033,89.59,2111,3,2010,3,17,0.5,"南三环中路"
624034,195.94,5314,3,2011,4,4,0.5,"南三环中路"
424035,61,2111,1,2011,4,27,0.273,"南三环中路"
724036,46,1111,1,2011,4,27,0.273,"南三环中路"
224037,90.12,2111,1,2011,4,27,0.273,"南三环中路"
724038,77.3,3111,4,1992,4,6,0.5,"AM新坐标"
424039,74.1,2111,1,1987,4,18,0.2,"石榴园北里小区"
424040,40.4,1111,4,1988,3,6,0.333,"石榴园北里小区"
224041,61,2111,4,1988,3,6,0.333,"石榴园北里小区"
624042,61.6,2111,1,1988,4,18,0.2,"石榴园北里小区"
424043,58,1211,4,2014,1,20,0.5,"石榴园南里小区"
624044,58,1111,4,2014,1,25,0.5,"石榴园南里小区"
124045,84,2111,4,2014,1,27,0.5,"石榴园南里小区"
524046,96,4212,4,2014,4,27,0.5,"石榴园南里小区"
324047,87.71,2111,4,2014,1,30,0.5,"石榴园南里小区"
124048,96,3212,4,2014,4,30,0.5,"石榴园南里小区"
924049,75.96,2111,1,2002,3,24,0.25,"彩虹城四区"
124050,60.31,2111,4,1993,3,6,0.5,"彩虹城四区"
824051,59.3,2111,3,1986,4,14,0.143,"彩虹城四区"
824052,45,1111,4,1996,4,6,0.5,"南顶村"
224053,95.99,2111,1,2003,3,21,0.2,"峻峰华亭"
624054,110.83,2211,4,2002,4,12,0.5,"畅清园"
724055,154.65,3212,4,2004,4,12,0.5,"畅清园"
124056,76.43,2111,1,2003,3,22,0.25,"科学园南里三区"
624057,73.86,2111,1,2003,3,22,0.3,"科学园南里三区"
924058,142.76,4212,4,2002,4,7,0.5,"慧忠北里第三社区"
624059,54.33,2111,4,1979,1,6,0.333,"安翔南里"
524060,43,1011,4,1992,3,6,0.25,"太和小区"
824061,65.5,2111,3,1999,4,12,1,"公安局宿舍"
824062,56.65,1111,1,1999,3,11,0.222,"公安局宿舍"
224063,111,3111,4,2015,4,20,0.333,"华盛乐章"
124064,144,4212,4,2015,4,20,0.333,"华盛乐章"
324065,92.42,3111,1,2001,4,16,0.333,"石油大院"
624066,116,3212,1,2002,3,22,0.25,"北沙滩院"
824067,96.57,2111,1,2002,4,22,0.25,"北沙滩院"
324068,63.25,1111,1,2002,3,22,0.222,"澳林春天四期"
624069,80,2111,1,2001,4,22,0.25,"澳林春天四期"
724070,83.62,2111,1,2001,4,22,0.25,"丽水嘉园"
524071,108.32,2211,4,2000,3,6,0.5,"城华园"
924072,151.2,3212,4,2004,4,13,0.667,"天和人家"
224073,142.57,3212,3,2005,4,22,0.667,"天和人家"
624074,95.36,2211,1,2005,4,21,0.333,"天和人家"
324075,139,3212,3,2005,4,22,0.667,"天和人家"
324076,139.91,3212,3,2005,4,22,0.667,"天和人家"
224077,95.39,2212,3,2005,4,22,0.667,"天和人家"
724078,169.48,3213,4,2005,4,10,0.5,"天和人家"
324079,57.08,2111,4,1993,4,6,0.5,"南沙滩小区"
624080,98.68,2111,1,1997,3,26,0.2,"南沙滩小区"
324081,76.59,2111,1,1998,4,26,0.2,"南沙滩小区"
324082,97.5,2111,1,2000,3,26,0.2,"南沙滩小区"
824083,97.5,2111,1,2000,2,26,0.2,"南沙滩小区"
224084,100.91,2211,1,2003,3,24,0.375,"南沙滩小区"
624085,61.19,2111,4,1993,4,6,0.5,"南沙滩小区"
924086,102.39,2211,1,1999,4,26,0.2,"南沙滩小区"
524087,98.73,2211,1,2003,4,24,0.375,"南沙滩小区"
524088,94.15,2211,1,1999,4,26,0.2,"南沙滩小区"
724089,88.56,2111,1,1999,3,26,0.2,"南沙滩小区"
324090,58,2111,4,1993,4,6,0.5,"南沙滩小区"
224091,100.51,2111,1,1997,4,26,0.2,"南沙滩小区"
724092,104.99,2211,1,2003,3,24,0.375,"南沙滩小区"
424093,83.1,2111,1,1998,3,26,0.5,"南沙滩小区"
224094,46,1111,4,1993,4,6,0.25,"南沙滩小区"
624095,101.7,2211,1,1998,4,26,0.2,"南沙滩小区"
324096,153.77,2112,1,2001,3,8,0.211,"昌盛园三区"
824097,16.2,1000,2,1980,3,1,0.5,"富泉花园"
124098,83.68,4111,4,1980,4,5,0.333,"和街东里"
124099,133,2211,4,2006,4,6,0.5,"水关新村"
224100,55.09,2111,4,1972,3,5,0.333,"建明里小区"
124101,111.52,2211,1,2005,1,27,0.333,"京科苑"
